case_id,rule,N,method,n,bias,rmse,median_abs_error,median_total_runtime_s,median_evaluation_time_s,p90_abs_error,complete_paired_comparison,rmse_ratio_reduced_current,runtime_ratio_reduced_current
genuine_rvine_d5,iid_mc,65536,current_indicator,30,-0.00016533313415533952,0.0013783100682203365,0.00079345703125,0.1727261665,0.171815083,0.0026474294883220067,true,0.2840889186286056,1.0918972690799573
genuine_rvine_d5,iid_mc,65536,reduced_conditional,30,-2.4081168171069534e-6,0.000391562616815635,0.00036161082538177514,0.18859922950000002,0.187709271,0.0005387377872697192,true,0.2840889186286056,1.0918972690799573
genuine_rvine_d5,randomized_halton,256,current_indicator,30,0.0009561878619384105,0.010424742415460788,0.007727021195271744,0.0012692495,0.0007072295,0.01608400804378261,true,0.060140836835111726,0.9575044150106028
genuine_rvine_d5,randomized_halton,256,reduced_conditional,30,5.5856502194191283e-5,0.0006269527326562957,0.00057219997928111,0.001215312,0.0007385835000000001,0.000997376276279935,true,0.060140836835111726,0.9575044150106028
genuine_rvine_d5,randomized_halton,1024,current_indicator,30,0.0005330107786050771,0.005699600302006351,0.004797333695271744,0.004073333,0.002615833,0.008972197554728258,true,0.026670067667910576,1.0628886712674854
genuine_rvine_d5,randomized_halton,1024,reduced_conditional,30,2.32613916083535e-5,0.00015200872573455294,0.00011762241247220695,0.0043294995,0.0029439165,0.00024157645953336307,true,0.026670067667910576,1.0628886712674854
genuine_rvine_d5,randomized_halton,4096,current_indicator,30,-0.00013430692972825619,0.002158898518939104,0.0010620413047282562,0.0145825625,0.010307146,0.002836890393717398,true,0.016204220662278442,1.0485025522777631
genuine_rvine_d5,randomized_halton,4096,reduced_conditional,30,1.6067803855953263e-9,3.498326798835536e-5,2.1632445495231578e-5,0.015289853999999999,0.011769708,5.2529408548246406e-5,true,0.016204220662278442,1.0485025522777631
genuine_rvine_d5,randomized_halton,16384,current_indicator,30,-4.071969014492287e-5,0.0007871105516325372,0.0005859079140217438,0.0536516455,0.040872291500000005,0.001374535387532605,true,0.013231667107368793,1.1134545165068608
genuine_rvine_d5,randomized_halton,16384,reduced_conditional,30,1.6186454524539743e-6,1.0414784795899149e-5,8.204540231385171e-6,0.059738666999999995,0.047079479,1.5999383555787006e-5,true,0.013231667107368793,1.1134545165068608
genuine_rvine_d5,randomized_halton,65536,current_indicator,30,-1.4779748738672864e-5,0.0003511855145286808,0.0002273263710529938,0.288214459,0.16644099950000002,0.0005279836875407562,true,0.0065470562913376605,0.8823967415874857
genuine_rvine_d5,randomized_halton,65536,reduced_conditional,30,-4.216959356151406e-8,2.299231332321653e-6,1.2162918007901924e-6,0.2543194995,0.18777018750000002,3.652926866992701e-6,true,0.0065470562913376605,0.8823967415874857
genuine_rvine_d5,shifted_lattice,256,current_indicator,30,-0.0007365204713949228,0.008942758890864218,0.007727021195271744,0.000734229,0.000693854,0.012568383043782615,true,0.08552332855856139,1.0678146736236243
genuine_rvine_d5,shifted_lattice,256,reduced_conditional,30,1.7282716682522534e-5,0.0007648145068433765,0.0005256833601394173,0.0007840205,0.0007398750000000001,0.0014529483182977255,true,0.08552332855856139,1.0678146736236243
genuine_rvine_d5,shifted_lattice,1024,current_indicator,30,-0.0006714163047282562,0.004343163822568936,0.003015166304728256,0.0027509375,0.00262875,0.006921416304728256,true,0.0383855258618567,1.1133324548449393
genuine_rvine_d5,shifted_lattice,1024,reduced_conditional,30,2.6414282057729554e-5,0.00016671462723350032,0.0001134119960048835,0.003062708,0.0029551250000000003,0.0002613093731524796,true,0.0383855258618567,1.1133324548449393
genuine_rvine_d5,shifted_lattice,4096,current_indicator,30,0.0001830758827717438,0.0029558730844040726,0.001953125,0.010704791,0.010312895999999998,0.005058570081217396,true,0.02923461226879369,1.1389020579663816
genuine_rvine_d5,shifted_lattice,4096,reduced_conditional,30,9.24368516093584e-6,8.641380353831634e-5,5.577750103973045e-5,0.012191708499999999,0.011807479499999999,0.0001330576138544898,true,0.02923461226879369,1.1389020579663816
genuine_rvine_d5,shifted_lattice,16384,current_indicator,30,-0.0002563772422282562,0.002763666711465201,0.0025634765625,0.04255375,0.041083083500000006,0.004052763960978256,true,0.015518992048198578,1.1418260317833329
genuine_rvine_d5,shifted_lattice,16384,reduced_conditional,30,1.1286744029392892e-5,4.288932171909957e-5,2.807326608413041e-5,0.048588979500000004,0.047138396,7.050650139287242e-5,true,0.015518992048198578,1.1418260317833329
genuine_rvine_d5,shifted_lattice,65536,current_indicator,30,-3.7667932332422864e-5,0.0009695848373761309,0.000762939453125,0.18028016600000002,0.16870152100000002,0.0015658332648111452,true,0.051940576585861035,1.0838768558710998
genuine_rvine_d5,shifted_lattice,65536,reduced_conditional,30,-2.582115725772531e-7,5.0360795502224544e-5,4.903288411498008e-5,0.1954014995,0.1886411665,7.033935756722288e-5,true,0.051940576585861035,1.0838768558710998
genuine_rvine_d5,sobol_owen,256,current_indicator,30,-0.0008667288047282562,0.011192092635916917,0.007727021195271744,0.0019517295,0.0006987915,0.019462866956217392,true,0.010900024144645139,1.0001280915208792
